Pathogen,taxa
RSVA,hRSV/A/Kenya/Kilifi-1089-19-11/2012|EPI_ISL_2574554|2012-11-19
RSVA,hRSV/A/Kenya/Kilifi-1090-19-11/2012|EPI_ISL_2574555|2012-11-19
RSVA,hRSV/A/Kenya/Kilifi-1091-22-11/2012|EPI_ISL_2574556|2012-11-22
RSVA,hRSV/A/Kenya/Kilifi-1092-23-11/2012|EPI_ISL_2574557|2012-11-23
RSVA,hRSV/A/Kenya/Kilifi-1094-23-11/2012|EPI_ISL_2574558|2012-11-23
RSVA,hRSV/A/Kenya/Kilifi-1095-24-11/2012|EPI_ISL_2574559|2012-11-24
RSVA,hRSV/A/Kenya/Kilifi-1096-24-11/2012|EPI_ISL_2574560|2012-11-24
RSVA,hRSV/A/Kenya/Kilifi-1097-24-11/2012|EPI_ISL_2574561|2012-11-24
RSVA,hRSV/A/Kenya/Kilifi-1098-25-11/2012|EPI_ISL_2574562|2012-11-25
RSVA,hRSV/A/Kenya/Kilifi-1099-25-11/2012|EPI_ISL_2574563|2012-11-25
RSVA,hRSV/A/Kenya/Kilifi-1100-25-11/2012|EPI_ISL_2574564|2012-11-25
RSVA,hRSV/A/Kenya/Kilifi-1102-27-11/2012|EPI_ISL_2574565|2012-11-27
RSVA,hRSV/A/Kenya/Kilifi-1103-27-11/2012|EPI_ISL_2574566|2012-11-27
RSVA,hRSV/A/Kenya/Kilifi-1104-27-11/2012|EPI_ISL_2574567|2012-11-27
RSVA,hRSV/A/Kenya/Kilifi-1106-28-11/2012|EPI_ISL_2574568|2012-11-28
RSVA,hRSV/A/Kenya/Kilifi-1107-28-11/2012|EPI_ISL_2574569|2012-11-28
RSVA,hRSV/A/Kenya/Kilifi-1109-29-11/2012|EPI_ISL_2574570|2012-11-29
RSVA,hRSV/A/Kenya/Kilifi-1110-29-11/2012|EPI_ISL_2574571|2012-11-29
RSVA,hRSV/A/Kenya/Kilifi-1112-29-11/2012|EPI_ISL_2574572|2012-11-29
RSVA,hRSV/A/Kenya/Kilifi-1113-03-12/2012|EPI_ISL_2574573|2012-12-03
RSVA,hRSV/A/Kenya/Kilifi-1114-03-12/2012|EPI_ISL_2574575|2012-12-03
RSVA,hRSV/A/Kenya/Kilifi-1115-04-12/2012|EPI_ISL_2574576|2012-12-04
RSVA,hRSV/A/Kenya/Kilifi-1117-10-12/2012|EPI_ISL_2574577|2012-12-10
RSVA,hRSV/A/Kenya/Kilifi-1118-12-12/2012|EPI_ISL_2574581|2012-12-12
RSVA,hRSV/A/Kenya/Kilifi-1119-15-12/2012|EPI_ISL_2574583|2012-12-15
RSVA,hRSV/A/Kenya/Kilifi-1120-19-12/2012|EPI_ISL_2574586|2012-12-19
RSVA,hRSV/A/Kenya/Kilifi-1121-21-12/2012|EPI_ISL_2574589|2012-12-21
RSVA,hRSV/A/Kenya/Kilifi-1122-23-12/2012|EPI_ISL_2574590|2012-12-23
RSVA,hRSV/A/Kenya/Kilifi-1124-24-12/2012|EPI_ISL_2574593|2012-12-24
RSVA,hRSV/A/Kenya/Kilifi-1125-26-12/2012|EPI_ISL_2574594|2012-12-26
RSVA,hRSV/A/Kenya/Kilifi-1162-12-10/2013|EPI_ISL_2574647|2013-10-12
RSVA,hRSV/A/Kenya/Kilifi-1163-15-10/2013|EPI_ISL_2574654|2013-10-15
RSVA,hRSV/A/Kenya/Kilifi-1165-22-10/2013|EPI_ISL_2574666|2013-10-22
RSVA,hRSV/A/Kenya/Kilifi-1166-28-10/2013|EPI_ISL_2574667|2013-10-28
RSVA,hRSV/A/Kenya/Kilifi-1167-04-11/2013|EPI_ISL_2574668|2013-11-04
RSVA,hRSV/A/Kenya/Kilifi-1168-07-11/2013|EPI_ISL_2574669|2013-11-07
RSVA,hRSV/A/Kenya/Kilifi-1172-14-11/2013|EPI_ISL_2574670|2013-11-14
RSVA,hRSV/A/Kenya/Kilifi-1173-19-11/2013|EPI_ISL_2574671|2013-11-19
RSVA,hRSV/A/Kenya/Kilifi-1174-23-11/2013|EPI_ISL_2574672|2013-11-23
RSVA,hRSV/A/Kenya/Kilifi-1177-28-11/2013|EPI_ISL_2574673|2013-11-28
RSVA,hRSV/A/Kenya/Kilifi-1178-29-11/2013|EPI_ISL_2574674|2013-11-29
RSVA,hRSV/A/Kenya/Kilifi-1180-04-12/2013|EPI_ISL_2574675|2013-12-04
RSVA,hRSV/A/Kenya/Kilifi-1182-10-12/2013|EPI_ISL_2574676|2013-12-10
RSVA,hRSV/A/Kenya/Kilifi-1082-10-11/2012|EPI_ISL_2570877|2012-11-10
RSVA,hRSV/A/Kenya/Kilifi-1164-19-10/2013|EPI_ISL_2570881|2013-10-19
RSVA,hRSV/A/Kenya/Kilifi-1175-23-11/2013|EPI_ISL_2570882|2013-11-23
RSVA,hRSV/A/Kenya/Kilifi-1181-09-12/2013|EPI_ISL_2570883|2013-12-09
RSVA,hRSV/A/Saudi_Arabia/Riyadh7/2016|EPI_ISL_2571963|2016-01-04
RSVA,hRSV/A/Kenya/Kilifi-1245-25-11/2014|EPI_ISL_2571593|2014-11-25
RSVA,hRSV/A/Saudi_Arabia/Riyadh16/2015|EPI_ISL_2571597|2015-01-02
RSVA,hRSV/A/Saudi_Arabia/Riyadh73/2016|EPI_ISL_2571598|2016-01-19
RSVA,hRSV/A/Kenya/Kilifi-1241-17-11/2014|EPI_ISL_2574689|2014-11-17
RSVA,hRSV/A/Kenya/Kilifi-1247-04-12/2014|EPI_ISL_2574690|2014-12-04
RSVA,hRSV/A/Kenya/Kilifi-1256-09-12/2014|EPI_ISL_2574691|2014-12-09
RSVA,hRSV/A/Kenya/Kilifi-1260-14-12/2014|EPI_ISL_2574692|2014-12-14
RSVA,hRSV/A/Kenya/Kilifi-1271-18-12/2014|EPI_ISL_2574693|2014-12-18
RSVA,hRSV/A/Kenya/Kilifi-1278-25-12/2014|EPI_ISL_2574694|2014-12-25
RSVA,hRSV/A/Kenya/Kilifi-1279-27-12/2014|EPI_ISL_2574695|2014-12-27
RSVA,hRSV/A/Kenya/Kilifi-1280-28-12/2014|EPI_ISL_2574696|2014-12-28
RSVA,hRSV/A/Kenya/Kilifi-1282-31-12/2014|EPI_ISL_2574697|2014-12-31
RSVA,hRSV/A/Kenya/Kilifi-1232-04-11/2014|EPI_ISL_2579098|2014-11-04
RSVA,hRSV/A/Kenya/Kilifi-1235-11-11/2014|EPI_ISL_2579099|2014-11-11
RSVA,hRSV/A/Kenya/Kilifi-1236-12-11/2014|EPI_ISL_2579100|2014-11-12
RSVA,hRSV/A/Kenya/Kilifi-1237-13-11/2014|EPI_ISL_2579101|2014-11-13
RSVA,hRSV/A/Kenya/Kilifi-1238-14-11/2014|EPI_ISL_2579102|2014-11-14
RSVA,hRSV/A/Kenya/Kilifi-1242-19-11/2014|EPI_ISL_2579103|2014-11-19
RSVA,hRSV/A/Kenya/Kilifi-1246-26-11/2014|EPI_ISL_2579104|2014-11-26
RSVA,hRSV/A/Kenya/Kilifi-1248-05-12/2014|EPI_ISL_2579105|2014-12-05
RSVA,hRSV/A/Kenya/Kilifi-1249-05-12/2014|EPI_ISL_2579106|2014-12-05
RSVA,hRSV/A/Kenya/Kilifi-1250-06-12/2014|EPI_ISL_2579107|2014-12-06
RSVA,hRSV/A/Kenya/Kilifi-1251-06-12/2014|EPI_ISL_2579108|2014-12-06
RSVA,hRSV/A/Kenya/Kilifi-1253-08-12/2014|EPI_ISL_2579109|2014-12-08
RSVA,hRSV/A/Kenya/Kilifi-1254-08-12/2014|EPI_ISL_2579110|2014-12-08
RSVA,hRSV/A/Kenya/Kilifi-1255-08-12/2014|EPI_ISL_2579111|2014-12-08
RSVA,hRSV/A/Kenya/Kilifi-1258-11-12/2014|EPI_ISL_2579112|2014-12-11
RSVA,hRSV/A/Kenya/Kilifi-1259-14-12/2014|EPI_ISL_2579113|2014-12-14
RSVA,hRSV/A/Kenya/Kilifi-1263-15-12/2014|EPI_ISL_2579114|2014-12-15
RSVA,hRSV/A/Kenya/Kilifi-1266-17-12/2014|EPI_ISL_2579115|2014-12-17
RSVA,hRSV/A/Kenya/Kilifi-1267-17-12/2014|EPI_ISL_2579116|2014-12-17
RSVA,hRSV/A/Kenya/Kilifi-1270-18-12/2014|EPI_ISL_2579117|2014-12-18
RSVA,hRSV/A/Kenya/Kilifi-1274-21-12/2014|EPI_ISL_2579118|2014-12-21
RSVA,hRSV/A/Kenya/Kilifi-1276-23-12/2014|EPI_ISL_2579119|2014-12-23
RSVA,hRSV/A/Kenya/Kilifi-1277-24-12/2014|EPI_ISL_2579120|2014-12-24
RSVA,hRSV/A/Kenya/Kilifi-1281-30-12/2014|EPI_ISL_2579121|2014-12-30
RSVA,hRSV/A/Kenya/Kilifi-1283-31-12/2014|EPI_ISL_2579122|2014-12-31
RSVA,hRSV/A/Saudi_Arabia/Riyadh113/2015|EPI_ISL_2579151|2015-02-09
RSVA,hRSV/A/Saudi_Arabia/Riyadh114/2015|EPI_ISL_2579152|2015-02-09
RSVA,hRSV/A/Saudi_Arabia/Riyadh116/2015|EPI_ISL_2579153|2015-02-11
RSVA,hRSV/A/Saudi_Arabia/Riyadh64/2016|EPI_ISL_2579154|2016-01-19
RSVA,hRSV/A/Kenya/Kilifi-1229-29-09/2014|EPI_ISL_2570884|2014-09-29
RSVA,hRSV/A/Kenya/Kilifi-1230-01-11/2014|EPI_ISL_2570885|2014-11-01
RSVA,hRSV/A/Kenya/Kilifi-1231-03-11/2014|EPI_ISL_2570886|2014-11-03
RSVA,hRSV/A/Kenya/Kilifi-1233-06-11/2014|EPI_ISL_2570887|2014-11-06
RSVA,hRSV/A/Kenya/Kilifi-1234-10-11/2014|EPI_ISL_2570888|2014-11-10
RSVA,hRSV/A/Kenya/Kilifi-1239-15-11/2014|EPI_ISL_2570889|2014-11-15
RSVA,hRSV/A/Kenya/Kilifi-1240-16-11/2014|EPI_ISL_2570890|2014-11-16
RSVA,hRSV/A/Kenya/Kilifi-1243-21-11/2014|EPI_ISL_2570891|2014-11-21
RSVA,hRSV/A/Kenya/Kilifi-1244-22-11/2014|EPI_ISL_2570892|2014-11-22
RSVA,hRSV/A/Kenya/Kilifi-1252-07-12/2014|EPI_ISL_2570893|2014-12-07
RSVA,hRSV/A/Kenya/Kilifi-1257-10-12/2014|EPI_ISL_2570894|2014-12-10
RSVA,hRSV/A/Kenya/Kilifi-1261-14-12/2014|EPI_ISL_2570895|2014-12-14
RSVA,hRSV/A/Kenya/Kilifi-1262-14-12/2014|EPI_ISL_2570896|2014-12-14
RSVA,hRSV/A/Kenya/Kilifi-1264-15-12/2014|EPI_ISL_2570897|2014-12-15
RSVA,hRSV/A/Kenya/Kilifi-1268-17-12/2014|EPI_ISL_2570898|2014-12-17
RSVA,hRSV/A/Kenya/Kilifi-1269-17-12/2014|EPI_ISL_2570899|2014-12-17
RSVA,hRSV/A/Saudi_Arabia/Riyadh7/2016|EPI_ISL_2573123|2016-01-04
RSVA,hRSV/A/Kenya/Kilifi-1272-18-12/2014|EPI_ISL_2570900|2014-12-18
RSVA,hRSV/A/Kenya/Kilifi-1273-19-12/2014|EPI_ISL_2570901|2014-12-19
RSVA,hRSV/A/Kenya/Kilifi-1275-22-12/2014|EPI_ISL_2570902|2014-12-22
RSVA,hRSV/A/Saudi_Arabia/Riyadh1/2014|EPI_ISL_2570913|2014-11-25
RSVA,hRSV/A/Kenya/Kilifi-1245-25-11/2014|EPI_ISL_2572753|2014-11-25
RSVA,hRSV/A/Saudi_Arabia/Riyadh16/2015|EPI_ISL_2572757|2015-01-02
RSVA,hRSV/A/Saudi_Arabia/Riyadh73/2016|EPI_ISL_2572758|2016-01-19
RSVA,hRSV/A/Saudi_Arabia/Riyadh112/2015|EPI_ISL_2574970|2015-02-09
RSVA,hRSV/A/Saudi_Arabia/Riyadh16/2016|EPI_ISL_2574971|2016-01-04
RSVA,hRSV/A/Saudi_Arabia/Riyadh81/2015|EPI_ISL_2574972|2015-01-30
RSVA,hRSV/A/Saudi_Arabia/Riyadh89/2015|EPI_ISL_2574973|2015-01-23
RSVA,hRSV/A/Saudi_Arabia/Riyadh91/2015|EPI_ISL_2574974|2015-01-23
RSVA,hRSV/A/Thailand/CU2011-181/2011|EPI_ISL_2585214|2011-09-27
RSVA,hRSV/A/Gambia/GAM-002-13/2013|EPI_ISL_2573660|2013-03-01
RSVA,hRSV/A/South_Africa/SAF-001-12/2012|EPI_ISL_2579155|2012-12-07
RSVA,hRSV/A/Mali/MAL-001-12/2012|EPI_ISL_2574808|2012-12-13
RSVA,hRSV/A/Mali/MAL-003-12/2012|EPI_ISL_2574809|2012-10-31
RSVA,hRSV/A/Kenya/CON001-12/2012|EPI_ISL_2574517|2012-12-18
RSVA,hRSV/A/Kenya/CON002-12/2012|EPI_ISL_2574518|2012-11-26
RSVA,hRSV/A/Kenya/CON004-12/2012|EPI_ISL_2574519|2012-11-26
RSVA,hRSV/A/Zambia/ZAM-016-12/2012|EPI_ISL_2575360|2012-11-20
RSVA,hRSV/A/Mali/MAL-002-12/2012|EPI_ISL_2570910|2012-12-17
RSVA,hRSV/A/Gambia/GAM-001-12/2012|EPI_ISL_2579053|2012-11-26
RSVA,hRSV/A/Thailand/CU2011-208/2011|EPI_ISL_2585217|2011-10-20
RSVA,hRSV/A/Thailand/CU2011-216/2011|EPI_ISL_2585224|2011-10-26
RSVA,hRSV/A/Argentina/196/2013|EPI_ISL_2592014|2013-09-13
RSVA,hRSV/A/Argentina/161/2012|EPI_ISL_2589990|2012-09-10
RSVA,hRSV/A/Argentina/176/2013|EPI_ISL_2591720|2013-10-02
RSVA,hRSV/A/Argentina/E074-10-12/2014|EPI_ISL_2570953|2014-10-12
RSVA,hRSV/A/Argentina/234/2014|EPI_ISL_2591872|2014-09-03
RSVA,hRSV/A/Thailand/TH-CU-B10995/2014|EPI_ISL_2575200|2014-09-13
RSVA,hRSV/A/Thailand/TH-CU-C3207/2012|EPI_ISL_2575218|2012-09-17
RSVA,hRSV/A/Thailand/TH-CU-C3208/2012|EPI_ISL_2575219|2012-09-17
RSVA,hRSV/A/Thailand/TH-CU-C3242/2012|EPI_ISL_2575220|2012-09-25
RSVA,hRSV/A/Thailand/TH-CU-C3304/2012|EPI_ISL_2575221|2012-10-25
RSVA,hRSV/A/Thailand/ON1-TH-CU448/2012|EPI_ISL_2575182|2012-09-10
RSVA,hRSV/A/Thailand/TH-CU437/2012|EPI_ISL_2575192|2012-09-03
RSVA,hRSV/A/Thailand/TH-CU456/2012|EPI_ISL_2575193|2012-09-17
RSVA,hRSV/A/Thailand/TH-CU457/2012|EPI_ISL_2575194|2012-09-17
RSVA,hRSV/A/Thailand/TH-CU495/2012|EPI_ISL_2575195|2012-11-15
RSVA,hRSV/A/Thailand/TH-CU-CB117/2013|EPI_ISL_2572581|2013-11-02
RSVA,hRSV/A/Thailand/TH-CU461/2012|EPI_ISL_2579221|2012-09-17
RSVA,hRSV/A/Thailand/TH-CU-C3434/2012|EPI_ISL_2579227|2012-12-18
RSVA,hRSV/A/Thailand/TH-CU-CB119/2013|EPI_ISL_2579230|2013-11-01
RSVA,hRSV/A/Thailand/TH-CU-CB122/2013|EPI_ISL_2579231|2013-11-01
RSVA,hRSV/A/Thailand/TH-CU-CB124/2013|EPI_ISL_2579232|2013-11-01
RSVA,hRSV/A/Thailand/TH-CU-CB135/2013|EPI_ISL_2579233|2013-11-01
RSVA,hRSV/A/Thailand/TH-CU-CB164/2014|EPI_ISL_2579234|2014-01-01
RSVA,hRSV/A/Thailand/TH-CU-CB117/2013|EPI_ISL_2571421|2013-11-02
RSVA,hRSV/A/Thailand/TH-CU-C6233/2015|EPI_ISL_2571973|2015-11-04
RSVA,hRSV/A/Thailand/TH-CU-C6282/2015|EPI_ISL_2571637|2015-11-25
RSVA,hRSV/A/Thailand/TH-CU-B10980/2014|EPI_ISL_2572571|2014-09-11
RSVA,hRSV/A/Thailand/TH-CU-B12805/2015|EPI_ISL_2572574|2015-09-02
RSVA,hRSV/A/Thailand/TH-CU-C5079/2014|EPI_ISL_2572576|2014-09-10
RSVA,hRSV/A/Thailand/TH-CU-C5087/2014|EPI_ISL_2572577|2014-09-10
RSVA,hRSV/A/Thailand/TH-CU-C5091/2014|EPI_ISL_2572578|2014-09-10
RSVA,hRSV/A/Thailand/TH-CU-C5158/2014|EPI_ISL_2572579|2014-10-08
RSVA,hRSV/A/Thailand/TH-CU-C6221/2015|EPI_ISL_2572580|2015-11-04
RSVA,hRSV/A/Thailand/TH-CU-B13046/2015|EPI_ISL_2575211|2015-09-21
RSVA,hRSV/A/Thailand/TH-CU-B11007/2014|EPI_ISL_2575201|2014-09-22
RSVA,hRSV/A/Thailand/TH-CU-B12797/2015|EPI_ISL_2575209|2015-09-01
RSVA,hRSV/A/Thailand/TH-CU-B12839/2015|EPI_ISL_2575210|2015-09-07
RSVA,hRSV/A/Thailand/TH-CU-C5161/2014|EPI_ISL_2575222|2014-10-08
RSVA,hRSV/A/Thailand/TH-CU-C6214/2015|EPI_ISL_2575223|2015-11-04
RSVA,hRSV/A/Thailand/TH-CU-B12963/2015|EPI_ISL_2579226|2015-09-19
RSVA,hRSV/A/Thailand/TH-CU-C5068/2014|EPI_ISL_2579228|2014-09-10
RSVA,hRSV/A/Thailand/TH-CU-C6247/2015|EPI_ISL_2579229|2015-11-19
RSVA,hRSV/A/Thailand/TH-CU-C6233/2015|EPI_ISL_2573133|2015-11-04
RSVA,hRSV/A/Thailand/TH-CU-B10980/2014|EPI_ISL_2571411|2014-09-11
RSVA,hRSV/A/Thailand/TH-CU-B12805/2015|EPI_ISL_2571414|2015-09-02
RSVA,hRSV/A/Thailand/TH-CU-C5079/2014|EPI_ISL_2571416|2014-09-10
RSVA,hRSV/A/Thailand/TH-CU-C5087/2014|EPI_ISL_2571417|2014-09-10
RSVA,hRSV/A/Thailand/TH-CU-C5091/2014|EPI_ISL_2571418|2014-09-10
RSVA,hRSV/A/Thailand/TH-CU-C5158/2014|EPI_ISL_2571419|2014-10-08
RSVA,hRSV/A/Thailand/TH-CU-C6221/2015|EPI_ISL_2571420|2015-11-04
RSVA,hRSV/A/Thailand/TH-CU-C6282/2015|EPI_ISL_2572797|2015-11-25
Vic,2011703856_190749_v1_4|B/Washington/03/2010|HA|Victoria|12/20/2010
Vic,2011704816_191026_v1_4|B/Minnesota/01/2011|HA|Victoria|01/02/2011
Vic,2011705072_192426_v1_4|B/Washington/01/2011|HA|Victoria|01/12/2011
Vic,2011769270_199907_v1_4|B/Washington/05/2011|HA|Victoria|04/01/2011
Vic,2011769063_197681_v1_4|B/Washington/03/2011|HA|Victoria|03/07/2011
Vic,2011702459_190797_v1_4|B/California/02/2011|HA|Victoria|01/04/2011
Vic,2011702457_190795_v1_4|B/California/01/2011|HA|Victoria|01/03/2011
Vic,2011769984_202340_v1_4|B/Virginia/06/2011|HA|Victoria|02/19/2011
Vic,2011705100_192459_v1_4|B/California/13/2010|HA|Victoria|12/21/2010
Vic,2011705098_192455_v1_4|B/California/12/2010|HA|Victoria|12/28/2010
Vic,2011702682_189040_v1_4|B/California/08/2010|HA|Victoria|12/01/2010
Vic,2011702503_187279_v1_4|B/California/03/2010|HA|Victoria|10/05/2010
Vic,2011767259_200453_v1_4|B/Ohio/03/2011|HA|Victoria|02/10/2011
Vic,2011705291_203509_v1_4|B/Nevada/03/2011|HA|Victoria|02/02/2011
Vic,2011700818_190695_v1_4|B/South_Dakota/01/2010|HA|Victoria|12/06/2010
Vic,2011705424_194635_v1_4|B/Arizona/01/2011|HA|Victoria|01/25/2011
Vic,2011702533_187671_v1_4|B/Arizona/02/2010|HA|Victoria|10/15/2010
Vic,2011770169_200289_v1_4|B/Nebraska/06/2011|HA|Victoria|04/02/2011
Vic,2011767593_194094_v1_4|B/Nebraska/04/2011|HA|Victoria|02/04/2011
Vic,2011704962_193168_v1_4|B/Nebraska/02/2011|HA|Victoria|01/06/2011
Vic,2011705052_192404_v1_4|B/Oklahoma/01/2011|HA|Victoria|01/04/2011
Vic,2011766532_195562_v1_4|B/Tennessee/01/2011|HA|Victoria|01/24/2011
Vic,2011767298_200648_v1_4|B/Alabama/02/2011|HA|Victoria|04/04/2011
Vic,2011703497_188661_v1_4|B/Alabama/03/2010|HA|Victoria|11/01/2010
Vic,2011700577_187822_v1_4|B/Alabama/02/2010|HA|Victoria|11/01/2010
Vic,2011705022_192382_v1_4|B/Louisiana/05/2011|HA|Victoria|01/06/2011
Vic,2011769123_197730_v1_4|B/Louisiana/11/2011|HA|Victoria|03/13/2011
Vic,2011702438_193406_v1_4|B/Wisconsin/02/2011|HA|Victoria|01/18/2011
Vic,2010733944_186023_v1_4|B/Wisconsin/04/2010|HA|Victoria|09/22/2010
Vic,2011702466_190804_v1_4|B/Arkansas/01/2011|HA|Victoria|01/17/2011
Vic,2011769169_198874_v1_4|B/Nevada/11/2011|HA|Victoria|03/14/2011
Vic,2011705358_194621_v1_4|B/Nevada/06/2011|HA|Victoria|01/06/2011
Vic,2011705382_194630_v1_4|B/Nevada/04/2011|HA|Victoria|02/07/2011
Vic,2011767318_201037_v1_4|B/Michigan/06/2011|HA|Victoria|04/07/2011
Vic,2011767277_200462_v1_4|B/Michigan/05/2011|HA|Victoria|03/25/2011
Vic,2011704354_192945_v1_4|B/Michigan/01/2011|HA|Victoria|01/04/2011
Vic,2011768808_200617_v1_4|B/Missouri/03/2011|HA|Victoria|03/01/2011
Vic,2011770338_202047_v1_4|B/Massachusetts/03/2011|HA|Victoria|04/20/2011
Vic,2011769965_198131_v1_4|B/Massachusetts/02/2011|HA|Victoria|03/06/2011
Vic,2011764686_196328_v1_4|B/Massachusetts/01/2011|HA|Victoria|02/08/2011
Vic,2011767065_198294_v1_4|B/Florida/07/2011|HA|Victoria|03/23/2011
Vic,2011700540_187720_v1_4|B/Florida/04/2010|HA|Victoria|10/18/2010
Vic,2011700537_187108_v1_4|B/Florida/02/2010|HA|Victoria|10/18/2010
Vic,2011700604_187841_v1_4|B/Mississippi/06/2010|HA|Victoria|11/10/2010
Vic,2011701848_189585_v1_4|B/Mississippi/08/2010|HA|Victoria|12/04/2010
Vic,2011704557_189763_v1_4|B/Iowa/05/2010|HA|Victoria|12/08/2010
Vic,2011704072_192362_v1_4|B/Indiana/01/2011|HA|Victoria|01/01/2011
Vic,2011767000_197387_v1_4|B/Indiana/07/2011|HA|Victoria|03/10/2011
Vic,2011766871_196909_v1_4|B/Indiana/05/2011|HA|Victoria|03/01/2011
Vic,2011766722_195052_v1_4|B/Indiana/04/2011|HA|Victoria|02/16/2011
Vic,2011704345_192943_v1_4|B/Indiana/02/2011|HA|Victoria|01/13/2011
Vic,2011772008_196384_v1_4|B/Texas/07/2011|HA|Victoria|03/04/2011
Vic,2011766547_195566_v1_4|B/Montana/02/2011|HA|Victoria|02/02/2011
Vic,2011700875_190225_v1_4|B/Montana/01/2010|HA|Victoria|12/20/2010
Vic,2011770259_200604_v1_4|B/Connecticut/03/2011|HA|Victoria|03/30/2011
Vic,2011704957_193161_v1_4|B/Connecticut/01/2011|HA|Victoria|01/17/2011
Vic,2011767182_199693_v1_4|B/Kentucky/04/2011|HA|Victoria|03/04/2011
Vic,2011766662_194969_v1_4|B/Kentucky/03/2011|HA|Victoria|02/01/2011
Vic,2011704275_192931_v1_4|B/Kentucky/01/2011|HA|Victoria|01/07/2011
Vic,2011767498_192760_v1_4|B/Alaska/06/2011|HA|Victoria|01/24/2011
Vic,2011769264_200476_v1_4|B/Alaska/08/2011|HA|Victoria|04/05/2011
Vic,2011767112_198362_v1_4|B/Colorado/03/2011|HA|Victoria|03/17/2011
Vic,2011701852_189589_v1_4|B/Georgia/42/2010|HA|Victoria|12/14/2010
Vic,2011701653_188588_v1_4|B/Georgia/28/2010|HA|Victoria|11/24/2010
Vic,2011701579_187863_v1_4|B/Georgia/11/2010|HA|Victoria|11/15/2010
Vic,2011701577_187861_v1_4|B/Georgia/10/2010|HA|Victoria|11/08/2010
Vic,2011700561_187445_v1_4|B/Georgia/04/2010|HA|Victoria|10/06/2010
Vic,2011701580_187864_v1_4|B/Georgia/03/2010|HA|Victoria|11/18/2010
Vic,2011769915_198121_v1_4|B/New_Hampshire/02/2011|HA|Victoria|03/04/2011
Vic,2011764750_195718_v1_4|B/New_Hampshire/01/2011|HA|Victoria|02/13/2011
Vic,2011704440_193563_v1_4|B/Illinois/01/2011|HA|Victoria|01/04/2011
Vic,2011764554_194265_v1_4|B/Vermont/03/2011|HA|Victoria|01/31/2011
Vic,2011769077_197876_v1_4|B/Idaho/03/2011|HA|Victoria|03/04/2011
Vic,2011768896_195325_v1_4|B/Idaho/02/2011|HA|Victoria|02/08/2011
Vic,2011766811_198082_v1_4|B/North_Dakota/02/2011|HA|Victoria|02/22/2011
Vic,2011764427_195868_v1_4|B/Maryland/08/2010|HA|Victoria|12/20/2010
Vic,2011769248_199486_v1_4|B/Texas/08/2011|HA|Victoria|03/29/2011
Vic,2011767832_194764_v1_4|B/Texas/05/2011|HA|Victoria|02/09/2011
Vic,2011705413_194633_v1_4|B/Texas/04/2011|HA|Victoria|02/02/2011
Vic,2011705411_194632_v1_4|B/Texas/03/2011|HA|Victoria|01/31/2011
Vic,2011702529_187666_v1_4|B/Texas/06/2010|HA|Victoria|10/27/2010
Vic,2010703894_185960_v1_4|B/Texas/03/2010|HA|Victoria|09/07/2010
Vic,2011772083_196473_v1_4|B/Maine/04/2011|HA|Victoria|03/10/2011
Vic,2011704725_191180_v1_4|B/Maine/01/2010|HA|Victoria|12/17/2010
Vic,2011772361_199554_v1_4|B/New_Mexico/02/2011|HA|Victoria|01/16/2011
Vic,2011705046_191111_v1_4|B/New_Mexico/01/2010|HA|Victoria|12/20/2010
Vic,2011700933_217548_v1_4|B/North_Carolina/10/2010|HA|Victoria|12/17/2010
Vic,2011704326_198528_v1_4|B/North_Carolina/27/2011|HA|Victoria|01/12/2011
Vic,2011704335_198536_v1_4|B/North_Carolina/20/2011|HA|Victoria|01/06/2011
Vic,2011767682_194655_v1_4|B/North_Carolina/17/2011|HA|Victoria|02/10/2011
Vic,2011767680_194653_v1_4|B/North_Carolina/16/2011|HA|Victoria|02/07/2011
Vic,2011766287_194067_v1_4|B/North_Carolina/14/2011|HA|Victoria|01/29/2011
Vic,2011700934_190315_v2_4|B/North_Carolina/12/2010|HA|Victoria|12/20/2010
Vic,2011766283_194209_v2_4|B/North_Carolina/06/2011|HA|Victoria|01/24/2011
Vic,2011766940_197299_v1_4|B/Utah/04/2011|HA|Victoria|03/10/2011
Vic,2011704058_192614_v1_4|B/Florida/02/2011|HA|Victoria|01/05/2011
Vic,2011704056_192613_v1_4|B/Florida/01/2011|HA|Victoria|01/03/2011
Vic,2011704431_193560_v1_4|B/Florida/04/2011|HA|Victoria|01/11/2011
Vic,2011700728_188845_v1_4|B/Florida/05/2010|HA|Victoria|11/18/2010
Vic,2011764478_193861_v1_4|B/Kansas/01/2011|HA|Victoria|01/09/2011
Vic,2013761272_236951_v1_4|B/Michigan/05/2013|HA|Victoria|02/19/2013
Vic,2013761260_236939_v1_4|B/Michigan/04/2013|HA|Victoria|02/01/2013
Vic,2013700818_225897_v1_4|B/Texas/20/2012|HA|Victoria|11/12/2012
Vic,2013703374_235092_v1_4|B/Montana/01/2013|HA|Victoria|03/01/2013
Vic,2013705014_230145_v1_4|B/Montana/05/2012|HA|Victoria|10/21/2012
Vic,2013705014_229894_v1_4|B/Montana/05/2012|HA|Victoria|10/21/2012
Vic,2013705014_228993_v1_4|B/Montana/05/2012|HA|Victoria|10/21/2012
Vic,2013705017_225868_v1_4|B/Montana/06/2012|HA|Victoria|10/28/2012
Vic,2013705014_225865_v1_4|B/Montana/05/2012|HA|Victoria|10/21/2012
